term	idf
anderen europäischen	6.509150
anderen fraktionen	6.509150
anderen hier	6.944468
anderen in	6.857457
anderen land	6.857457
anderen ländern	5.093868
anderen menschen	6.397925
anderen ministerien	6.944468
anderen nicht	6.777414
anderen parteien	6.857457
anderen seite	4.236418
anderen staaten	6.346631
anderen stelle	5.908376
anderen stellen	6.944468
anderen themen	6.777414
anderen weg	6.346631
anderen worten	6.346631
anderen zu	6.634313
anderer	4.132877
anderer länder	6.634313
anderer stelle	5.430340
andererseits	4.985655
andererseits aber	6.857457
anderes	3.373656
anderes als	4.530179
anderes land	6.777414
anderes thema	6.397925
andernfalls	6.944468
anders	3.233116
anders als	4.554872
anders aus	5.335030
anders machen	6.634313
anders sein	6.346631
anders sieht	6.944468
anders zu	6.346631
andersdenkende	6.569775
anderswo	5.731446
anderthalb	6.451992
andrea	6.857457
andreas	4.985655
andreas audretsch	6.046527
andreas lenz	6.634313
andreas mattfeldt	6.944468
anerkannt	5.137671
anerkannt werden	6.634313
anerkannt wird	6.777414
anerkannte	6.703306
anerkannten	6.509150
anerkennen	4.876455
anerkennen dass	6.509150
anerkennen hierzu	6.569775
anerkennt	6.569775
anerkennung	4.230376
anerkennung des	6.777414
anerkennung für	6.944468
anerkennung und	5.845856
anerkennung von	6.569775
anette	6.857457
anette babendererde	6.944468
anfang	3.574043
anfang an	5.122856
anfang der	5.704777
anfang des	6.251321
anfang dieses	6.777414
anfangen	4.707635
anfassen	6.777414
anforderungen	5.264826
anforderungen an	6.944468
anfrage	5.535701
anfragen	5.704777
anführen	6.451992
angaben	5.876628
angeblich	4.206565
angebliche	5.558174
angeblichen	5.558174
angebot	4.563240
angebot an	6.397925
angebot und	6.944468
angebote	5.024875
angeboten	5.108257
angeboten finanzielle	6.569775
angebracht	6.397925
angedeutet	6.451992
angefangen	5.372072
angeführt	6.397925
angegangen	5.678802
angegangen werden	6.509150
angegriffen	4.580190
angegriffen und	6.944468
angegriffen werden	5.581163
angegriffen wird	6.634313
angehalten	6.569775
angehen	4.064249
angehen müssen	6.944468
angehen und	6.206869
angehen wir	6.346631
angehen wollen	6.777414
angehoben	6.206869
angeht	4.688403
angeht und	6.777414
angehören	6.297841
angehörige	5.199229
angehörige von	6.569775
angehörigen	4.820575
angehörigen der	6.944468
angehörigen und	6.777414
angehört	5.975068
angeklungen	6.397925
angekommen	4.799069
angekommen sie	6.451992
angekommen sind	6.703306
angekündigt	4.206565
angekündigt dass	6.703306
angekündigt die	6.703306
angekündigt haben	6.777414
angekündigt hat	6.297841
angekündigt und	6.509150
angekündigte	6.346631
angekündigten	6.251321
angela	6.046527
angela merkel	6.046527
angelegenheit	6.634313
angelegenheiten	6.251321
angelegt	5.653484
angelika	6.857457
angelika glöckner	6.857457
angemahnt	6.509150
angemeldet	6.251321
angemerkt	6.944468
angemessen	4.717391
angemessene	5.628791
angemessenen	6.084267
angemessener	6.509150
angenommen	5.558174
angeordnet	6.569775
angepackt	6.451992
angepasst	5.281920
angepasst werden	6.569775
angerechnet	6.857457
angerichtet	6.206869
angeschaut	5.787015
angeschlossen	6.944468
angesehen	6.084267
angesetzt	6.451992
angesicht	6.944468
angesichts	3.700456
angesichts der	4.230376
angesichts des	5.604694
angesichts dieser	6.346631
angesichts einer	6.777414
angesiedelt	6.509150
angespannt	5.758845
angespannte	6.451992
angespannten	5.450543
angespannten wohnungsmärkten	6.703306
angesprochen	3.381358
angesprochen auch	6.944468
angesprochen dass	6.777414
angesprochen die	6.251321
angesprochen haben	5.450543
angesprochen hat	6.857457
angesprochen ich	6.634313
angesprochen ist	6.777414
angesprochen und	6.857457
angesprochen wir	6.084267
angesprochen worden	4.876455
angesprochen wurde	6.509150
angesprochene	6.509150
angesprochenen	6.164310
angestellt	6.944468
angestellten	6.944468
angestiegen	6.509150
angestoßen	6.346631
angetreten	5.678802
angewandt	6.944468
angewendet	6.346631
angewendet werden	6.944468
angewiesen	4.116617
angewiesen ist	6.451992
angewiesen sind	4.947914
angezeigt	6.164310
angreifen	5.787015
angreift	5.941166
angriff	4.166214
angriff auf	4.623865
angriff der	6.944468
angriffe	4.248613
angriffe auf	4.960337
angriffe der	6.703306
angriffen	5.152709
angriffen auf	6.046527
angriffs	6.509150
angriffskrieg	4.778015
angriffskrieg gegen	5.876628
angriffskrieg russlands	6.569775
angriffskrieges	6.297841
angst	3.586621
angst dass	6.569775
angst haben	5.604694
angst in	6.944468
angst machen	6.857457
angst um	6.634313
angst und	5.492216
angst vor	4.947914
angst zu	6.703306
angucken	5.787015
anguckt	6.569775
anhalt	5.450543
anhalten	6.703306
anhaltende	6.569775
anhaltenden	6.857457
anhand	5.471162
anhand der	6.703306
anheben	6.346631
anhebung	5.876628
anhebung der	6.297841
anhänger	6.569775
anhängig	6.451992
anhängig die	6.569775
anhören	6.084267
anhörung	4.865027
anhörung im	6.944468
anhörungen	6.634313
anja	5.731446
anja weisgerber	6.703306
anklagen	6.944468
anknüpfen	6.206869
ankommen	4.514050
ankommen und	6.397925
ankommen wo	6.703306
ankommt	4.530179
ankommt und	6.251321
ankommt wo	6.703306
ankurbeln	6.509150
ankündigen	6.010159
ankündigt	6.703306
ankündigung	5.604694
ankündigungen	5.391120
anlage	6.634313
anlagen	5.051904
anlagen die	6.944468
anlass	5.430340
anlass für	6.944468
anlasslose	6.634313
anlasslosen	6.944468
anlauf	6.857457
anlaufstelle	6.297841
anlaufstelle für	6.944468
anlegen	5.941166
anleger	6.944468
anliegen	4.498176
anliegen der	6.634313
anlässlich	6.777414
anmerken	6.944468
anmerkung	6.164310
anna	5.845856
anna aeikens	6.857457
anna rathert	6.703306
annahme	6.569775
annalena	5.876628
annalena baerbock	5.876628
anne	5.816003
anne frank	6.944468
annehmen	5.264826
annehmen und	6.944468
annika	6.944468
annika klose	6.944468
annimmt	6.777414
annähernd	6.703306
anordnung	6.509150
anpacken	4.865027
anpacken und	6.251321
anpassen	5.264826
anpassen und	6.944468
anpassung	5.079684
anpassung an	6.251321
anpassung der	6.397925
anpassung des	6.703306
anpassungen	5.704777
anreiz	5.758845
anreize	4.452014
anreize für	5.391120
anreize und	6.944468
anreizen	5.876628
ans	5.248019
ansage	5.653484
ansatz	4.132877
ansatz der	6.251321
ansatz ist	6.857457
ansatzes	6.857457
ansatzweise	5.816003
anschaue	5.975068
anschauen	4.707635
anschauen dann	6.346631
anschauen und	6.703306
anschaut	5.199229
anschaut dann	6.634313
anschein	6.944468
anscheinend	4.911547
anscheinend nicht	6.569775
anschlag	5.975068
anschlag auf	6.451992
anschließen	5.816003
anschließend	6.084267
anschluss	5.450543
anschluss an	6.703306
anschläge	6.206869
ansehen	5.051904
ansetzen	5.653484
ansicht	6.164310
ansichten	6.944468
ansieht	6.703306
ansinnen	6.944468
ansonsten	4.876455
ansporn	6.857457
ansprache	6.857457
ansprechen	4.498176
ansprechen das	6.944468
ansprechen der	6.944468
ansprechpartner	6.703306
anspruch	3.696917
anspruch an	6.569775
anspruch auf	5.372072
anspruch haben	6.857457
anspruch nehmen	6.346631
anspruch sein	6.703306
anspruch und	6.164310
anspruch zu	6.944468
ansprüche	5.876628
ansprüchen	6.634313
anstand	6.397925
anstatt	4.069364
anstatt die	6.251321
anstatt endlich	6.857457
anstatt sich	6.569775
anstatt sie	6.777414
anstehen	6.164310
anstehenden	5.353379
ansteht	6.509150
ansteigen	6.569775
anstelle	6.397925
anstieg	5.137671
anstieg der	5.908376
anstoßen	6.777414
anstreben	6.703306
anstrengen	6.297841
anstrengend	6.857457
anstrengung	6.251321
anstrengungen	5.758845
anständig	6.451992
ansätze	5.317012
ansätzen	6.703306
anteil	4.338417
anteil am	6.777414
anteil an	6.451992
anteil der	5.558174
anteil von	6.569775
anteile	6.777414
anti	6.777414
antifa	5.704777
antifaschismus	6.777414
antisemiten	6.777414
antisemitisch	6.944468
antisemitische	6.451992
antisemitischen	6.777414
antisemitismus	4.876455
antisemitismus in	6.777414
antisemitismus und	6.346631
antonio	6.509150
antonio stiftung	6.509150
antrag	2.605397
antrag ab	5.604694
antrag auch	6.123488
antrag auf	5.758845
antrag aus	6.509150
antrag das	6.944468
antrag den	6.010159
antrag der	3.812934
antrag die	5.704777
antrag ein	6.451992
antrag eine	6.777414
antrag eingebracht	6.703306
antrag fordern	6.944468
antrag fordert	6.857457
antrag für	6.944468
antrag geht	6.634313
antrag gestellt	6.857457
antrag heute	6.509150
antrag hier	6.509150
antrag in	6.509150
antrag ist	4.935644
antrag lehnen	6.777414
antrag mit	6.569775
antrag nicht	5.845856
antrag sie	6.346631
antrag um	6.857457
antrag und	5.975068
antrag von	6.084267
antrag vor	6.297841
antrag wird	6.857457
antrag zu	5.704777
antrag zum	6.397925
antrag zur	5.678802
antrages	6.346631
antrags	4.888016
antragsteller	6.046527
antragstellung	6.777414
anträge	3.985777
anträge der	5.975068
anträge von	6.451992
anträge zu	6.944468
anträgen	4.799069
antun	6.857457
antwort	3.507553
antwort auf	4.727243
antwort darauf	5.941166
antwort der	6.251321
antwort die	6.703306
antwort geben	6.944468
antwort ist	5.678802
antworte	6.703306
antworten	4.100616
antworten auf	5.653484
antworten geben	6.634313
antworten und	6.569775
anwachsen	6.397925
anwalt	6.206869
anwalt der	6.777414
anwenden	5.787015
anwendung	4.998558
anwendungen	6.569775
anwesend	6.046527
anwesende	6.397925
anwesende damen	6.944468
anwesenden	6.777414
anwälte	6.703306
anwälten	6.777414
anzahl	4.972916
anzahl der	5.581163
anzahl von	6.777414
anzeichen	6.703306
anzeigen	6.703306
anzubieten	6.206869
anzuerkennen	5.975068
anzugehen	4.911547
anzugehen und	6.634313
anzugreifen	6.206869
anzuheben	6.703306
anzulegen	6.944468
anzunehmen	6.251321
anzupacken	6.084267
anzupassen	5.845856
anzuschauen	6.346631
anzuschließen	6.944468
anzusetzen	6.397925
anzusprechen	6.509150
apotheken	6.509150
app	6.397925
appell	5.183480
appell an	5.941166
appelliere	5.604694
appelliere ich	6.206869
appellieren	5.787015
applaus	6.046527
april	5.471162
apropos	5.941166
arabien	6.206869
arabische	6.944468
arabischen	5.558174
arabischen emirate	6.634313
arabischen staaten	6.857457
arbeit	2.563579
arbeit aber	6.857457
arbeit als	6.857457
arbeit auch	6.569775
arbeit auf	6.509150
arbeit bringen	6.397925
arbeit das	6.297841
arbeit der	5.152709
arbeit des	6.084267
arbeit die	5.975068
arbeit für	5.816003
arbeit gehen	6.703306
arbeit geleistet	6.634313
arbeit im	6.164310
arbeit in	5.281920
arbeit ist	5.845856
arbeit kommen	6.634313
arbeit leben	6.703306
arbeit leisten	6.777414
arbeit machen	6.346631
arbeit mit	6.451992
arbeit muss	6.703306
arbeit nicht	6.509150
arbeit sie	6.777414
arbeit und	4.467166
arbeit von	6.346631
arbeit wir	6.569775
arbeit zu	5.353379
arbeiten	2.633059
arbeiten aber	6.251321
arbeiten an	6.857457
arbeiten daran	6.857457
arbeiten das	5.845856
arbeiten dass	5.471162
arbeiten die	5.628791
arbeiten gehen	6.634313
arbeiten ich	6.857457
arbeiten im	6.944468
arbeiten in	6.251321
arbeiten kann	5.941166
arbeiten können	5.450543
arbeiten mit	6.346631
arbeiten müssen	6.164310
arbeiten nicht	6.777414
arbeiten sie	5.941166
arbeiten und	4.757396
arbeiten wenn	6.634313
arbeiten will	6.777414
arbeiten wir	4.788487
arbeiten wollen	6.451992
arbeiten zu	6.569775
arbeitende	5.653484
arbeitende bevölkerung	6.857457
arbeitenden	5.093868
arbeitenden menschen	5.678802
arbeiter	5.471162
arbeiter innen	6.703306
arbeiterinnen	6.451992
arbeiterinnen und	6.569775
arbeitern	6.857457
arbeitet	4.054096
arbeitet der	6.944468
arbeitet die	6.634313
arbeitet diese	6.777414
arbeitet und	6.046527
arbeitgeber	4.899712
arbeitgeber und	6.634313
arbeitgebern	6.123488
arbeitnehmer	4.422383
arbeitnehmer die	6.509150
arbeitnehmer in	6.703306
arbeitnehmer und	6.251321
arbeitnehmerinnen	5.167976
arbeitnehmerinnen und	5.231490
arbeitnehmern	5.731446
arbeits	6.206869
arbeits und	6.297841
arbeitsauftrag	6.857457
arbeitsbedingungen	4.788487
arbeitsbedingungen für	6.509150
arbeitsbedingungen und	6.251321
arbeitsfähigkeit	6.944468
arbeitsgruppe	5.908376
arbeitskoalition	6.703306
arbeitskreis	6.857457
arbeitskräfte	6.123488
arbeitskräften	6.857457
arbeitsleben	6.703306
arbeitslos	6.634313
arbeitslose	5.941166
arbeitslosen	6.297841
arbeitslosigkeit	5.353379
arbeitsmarkt	4.688403
arbeitsmarkt und	6.451992
arbeitsmarkt zu	6.944468
arbeitsmarktpolitik	6.164310
arbeitsministerin	6.569775
arbeitsplatz	5.372072
arbeitsplätze	3.394329
arbeitsplätze die	6.944468
arbeitsplätze erhalten	6.857457
arbeitsplätze gesichert	6.944468
arbeitsplätze in	5.167976
arbeitsplätze schaffen	6.397925
arbeitsplätze sichern	6.451992
arbeitsplätze und	5.122856
arbeitsplätze zu	5.876628
arbeitsplätzen	4.899712
arbeitsplätzen in	6.857457
arbeitsplätzen und	6.509150
arbeitsprogramm	6.944468
arbeitsschutz	6.346631
arbeitswelt	6.164310
arbeitszeit	5.653484
arbeitszeiten	6.164310
arbeitszeitgesetz	6.944468
architektur	6.944468
argument	5.248019
argumentation	5.845856
argumente	5.215229
argumenten	6.634313
argumentieren	6.346631
argumentiert	6.397925
arm	5.011630
arm und	6.857457
armand	6.569775
armand zorn	6.634313
arme	5.248019
arme greifen	6.944468
arme menschen	6.857457
armee	5.024875
armee europas	6.703306
armen	5.941166
armin	6.251321
armin grau	6.451992
armut	4.467166
armut und	6.346631
armutszeugnis	5.535701
armutszeugnis für	6.703306
arne	6.777414
arne raue	6.777414
arpaschi	6.857457
art	3.948736
art der	6.297841
art des	6.857457
art und	5.051904
art von	6.206869
arten	5.876628
artenschutz	6.509150
artenvielfalt	6.297841
artikel	4.273459
artikel absatz	5.513722
artikel der	6.569775
artikel des	5.975068
artikel grundgesetz	5.941166
artikel unseres	6.569775
artikels	6.346631
arzneimittel	6.703306
arzt	5.845856
arztpraxen	6.857457
aschaffenburg	6.777414
asien	5.816003
asien und	6.944468
aspekt	5.299312
aspekte	5.678802
aspekten	6.569775
aspides	6.509150
assad	6.084267
assad regimes	6.777414
asse	6.944468
assets	6.509150
asyl	5.108257
asyl und	6.297841
asylanträge	6.251321
asylbewerber	5.653484
asylbewerberleistungsgesetz	6.634313
asylbewerbern	6.397925
asylmigranten	6.857457
asylpolitik	6.084267
asylrecht	6.397925
asylrechts	6.944468
asylsuchende	6.703306
asylsuchenden	6.777414
asylsystem	6.123488
asylsystems	6.634313
asylverfahren	5.876628
asylzahlen	6.634313
atem	6.857457
atemzug	6.634313
ates	6.397925
ates gürpinar	6.397925
athleten	6.206869
athletinnen	6.397925
athletinnen und	6.451992
atmen	5.604694
atmet	6.777414
atmosphäre	6.206869
atomausstieg	6.451992
atombombe	6.944468
atomenergie	6.251321
atomkraft	6.010159
atomkraftwerke	6.451992
atommüll	6.634313
atomstrom	6.857457
attacken	6.397925
attackieren	6.777414
attackiert	6.251321
attraktiv	5.137671
attraktive	5.704777
attraktiven	6.509150
attraktiver	4.985655
attraktiver machen	6.346631
attraktivität	5.581163
attraktivität des	6.634313
auch ab	6.634313
auch aber	6.251321
auch absolut	6.777414
auch alle	5.430340
auch allen	6.944468
auch alles	6.703306
auch als	4.588773
auch am	5.787015
auch an	3.751377
auch andere	5.353379
auch anders	6.206869
auch angesichts	6.944468
auch angesprochen	6.857457
auch auf	3.751377
auch aufgrund	6.857457
auch aus	4.422383
auch ausdrücklich	6.297841
auch außenpolitisch	6.944468
auch außerhalb	6.944468
auch bei	3.348402
auch beim	4.660232
auch bereit	6.569775
auch besser	6.346631
auch bleiben	6.634313
auch da	4.474829
auch dabei	6.346631
auch dadurch	6.509150
auch dafür	4.688403
auch damals	6.634313
auch damit	6.509150
auch dank	6.634313
auch dankbar	6.634313
auch dann	5.731446
auch daran	5.471162
auch darauf	5.758845
auch darum	5.093868
auch darüber	5.038298
auch das	2.730322
auch dass	3.567812
auch dauerhaft	6.944468
auch davon	6.206869
auch dazu	5.137671
auch dem	5.079684
auch den	3.628631
auch der	3.127755
auch des	6.509150
auch deshalb	5.264826
auch deswegen	5.471162
auch deutlich	5.535701
auch deutsche	6.569775
auch deutschland	5.816003
auch die	2.022499
auch diejenigen	6.509150
auch dies	6.164310
auch diese	4.809764
auch diesen	6.397925
auch dieser	5.758845
auch dieses	5.535701
auch dort	5.430340
auch dringend	6.206869
auch durch	4.669535
auch ehrlich	6.777414
auch ein	3.196034
auch eine	3.340949
auch einen	4.597431
auch einer	6.703306
auch eines	6.397925
auch einfach	6.084267
auch einige	6.777414
auch einmal	5.975068
auch endlich	6.206869
auch entsprechend	5.816003
auch erst	6.569775
auch es	6.164310
auch etwas	5.391120
auch finanziell	6.206869
auch frau	6.123488
auch für	2.782748
auch ganz	4.379519
auch gar	5.137671
auch gebaut	6.944468
auch gegen	5.353379
auch gegenüber	6.346631
auch geld	6.346631
auch gemeinsam	5.975068
auch genau	6.509150
auch gerade	5.535701
auch gern	6.777414
auch gerne	5.787015
auch gesagt	5.731446
auch gezeigt	6.944468
auch gleich	5.975068
auch große	6.703306
auch gut	4.707635
auch gute	6.451992
auch herr	6.346631
auch heute	4.467166
auch hier	3.389120
auch ich	4.820575
auch ihnen	5.787015
auch ihr	5.653484
auch ihre	4.947914
auch im	3.211137
auch immer	4.379519
auch in	2.432610
auch indem	6.944468
auch innerhalb	6.634313
auch international	6.777414
auch investitionen	6.777414
auch ist	6.777414
auch jahre	6.857457
auch jetzt	6.046527
auch kein	4.876455
auch keine	4.407890
auch keinen	6.297841
auch klar	4.911547
auch klare	6.777414
auch künftig	6.123488
auch langfristig	6.451992
auch leben	6.944468
auch leisten	6.777414
auch liebe	6.451992
auch machen	6.944468
auch mal	4.183308
auch mehr	4.998558
auch mein	6.634313
auch meine	6.164310
auch menschen	5.908376
auch militärisch	6.857457
auch mir	6.509150
auch mit	3.314085
auch morgen	6.777414
auch möglich	6.857457
auch nach	4.888016
auch neu	6.944468
auch neue	5.941166
auch nicht	2.812945
auch nichts	5.450543
auch nie	6.777414
auch noch	2.955484
auch notwendig	6.569775
auch nur	4.580190
auch nutzen	6.777414
auch ohne	5.653484
auch politisch	6.509150
auch private	6.703306
auch richtig	4.998558
auch sagen	4.688403
auch schnell	6.164310
auch schneller	6.703306
auch schon	3.841105
auch sehen	6.944468
auch sehr	4.597431
auch sein	6.046527
auch selber	6.634313
auch selbst	5.941166
auch sie	4.338417
auch so	4.379519
auch sonst	6.944468
auch strukturell	6.944468
auch tatsächlich	5.391120
auch teil	6.346631
auch tun	5.731446
auch um	3.904284
auch umgesetzt	6.569775
auch umsetzen	6.569775
auch und	4.865027
auch uns	5.941166
